"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC","ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","NoDevCommits","Number of committers","NoPreviousModifications","bug"
"L83177","TruncateTokenFilterFactory.java","src/main/java/org/elasticsearch/index/analysis/TruncateTokenFilterFactory.java","L83052","2","0","1","2","26","54"
"L83178","TurkishAnalyzerProvider.java","src/main/java/org/elasticsearch/index/analysis/TurkishAnalyzerProvider.java","L83052","1","0","1","2","23","50","L81264","TurkishAnalyzerProvider.java","src/main/java/org/elasticsearch/index/analysis/TurkishAnalyzerProvider.java","L81138","1","0","23","0","4735","2","2","0"
"L83179","UAX29URLEmailTokenizerFactory.java","src/main/java/org/elasticsearch/index/analysis/UAX29URLEmailTokenizerFactory.java","L83052","1","0","1","2","24","52","L81265","UAX29URLEmailTokenizerFactory.java","src/main/java/org/elasticsearch/index/analysis/UAX29URLEmailTokenizerFactory.java","L81138","1","0","24","0","4735","2","2","0"
"L83180","UniqueTokenFilterFactory.java","src/main/java/org/elasticsearch/index/analysis/UniqueTokenFilterFactory.java","L83052","1","0","1","2","21","49"
"L83181","WhitespaceAnalyzerProvider.java","src/main/java/org/elasticsearch/index/analysis/WhitespaceAnalyzerProvider.java","L83052","1","0","1","2","19","47","L81267","WhitespaceAnalyzerProvider.java","src/main/java/org/elasticsearch/index/analysis/WhitespaceAnalyzerProvider.java","L81138","1","0","19","0","4735","2","2","0"
"L83182","WhitespaceTokenizerFactory.java","src/main/java/org/elasticsearch/index/analysis/WhitespaceTokenizerFactory.java","L83052","1","0","1","2","19","47","L81268","WhitespaceTokenizerFactory.java","src/main/java/org/elasticsearch/index/analysis/WhitespaceTokenizerFactory.java","L81138","1","0","19","0","4735","2","2","0"
"L83183","WordDelimiterTokenFilterFactory.java","src/main/java/org/elasticsearch/index/analysis/WordDelimiterTokenFilterFactory.java","L83052","27","0","0","4","137","192","L81269","WordDelimiterTokenFilterFactory.java","src/main/java/org/elasticsearch/index/analysis/WordDelimiterTokenFilterFactory.java","L81138","27","0","137","0","319","4","5","0"
"L84276","AbstractCompoundWordTokenFilterFactory.java","src/main/java/org/elasticsearch/index/analysis/compound/AbstractCompoundWordTokenFilterFactory.java","L84275","2","0","1","1","31","58","L82337","AbstractCompoundWordTokenFilterFactory.java","src/main/java/org/elasticsearch/index/analysis/compound/AbstractCompoundWordTokenFilterFactory.java","L82336","2","0","31","0","4735","2","2","0"
"L84277","DictionaryCompoundWordTokenFilterFactory.java","src/main/java/org/elasticsearch/index/analysis/compound/DictionaryCompoundWordTokenFilterFactory.java","L84275","1","0","1","2","22","51"
"L84278","HyphenationCompoundWordTokenFilterFactory.java","src/main/java/org/elasticsearch/index/analysis/compound/HyphenationCompoundWordTokenFilterFactory.java","L84275","3","0","1","2","38","71"
"L86076","IndexCache.java","src/main/java/org/elasticsearch/index/cache/IndexCache.java","L86075","4","0","1","10","79","117","L84047","IndexCache.java","src/main/java/org/elasticsearch/index/cache/IndexCache.java","L84046","4","0","79","0","4735","2","9","0"
"L86077","IndexCacheModule.java","src/main/java/org/elasticsearch/index/cache/IndexCacheModule.java","L86075","1","0","1","1","21","50","L84048","IndexCacheModule.java","src/main/java/org/elasticsearch/index/cache/IndexCacheModule.java","L84046","1","0","21","0","4735","1","5","0"
"L86080","DocSetCache.java","src/main/java/org/elasticsearch/index/cache/docset/DocSetCache.java","L86079","1","0","1","4","11","39","L84051","DocSetCache.java","src/main/java/org/elasticsearch/index/cache/docset/DocSetCache.java","L84050","1","0","11","0","4735","1","1","0"
"L86081","DocSetCacheModule.java","src/main/java/org/elasticsearch/index/cache/docset/DocSetCacheModule.java","L86079","1","0","1","1","17","45","L84052","DocSetCacheModule.java","src/main/java/org/elasticsearch/index/cache/docset/DocSetCacheModule.java","L84050","1","0","17","0","4735","1","1","0"
"L86108","NoneDocSetCache.java","src/main/java/org/elasticsearch/index/cache/docset/none/NoneDocSetCache.java","L86107","1","0","1","5","30","59","L84077","NoneDocSetCache.java","src/main/java/org/elasticsearch/index/cache/docset/none/NoneDocSetCache.java","L84076","1","0","30","0","4735","1","1","0"
"L86125","SimpleDocSetCache.java","src/main/java/org/elasticsearch/index/cache/docset/simple/SimpleDocSetCache.java","L86124","5","0","1","6","60","92","L84093","SimpleDocSetCache.java","src/main/java/org/elasticsearch/index/cache/docset/simple/SimpleDocSetCache.java","L84092","5","0","60","0","1466","2","2","0"
"L86150","FilterCache.java","src/main/java/org/elasticsearch/index/cache/filter/FilterCache.java","L86149","1","0","2","7","21","55","L84117","FilterCache.java","src/main/java/org/elasticsearch/index/cache/filter/FilterCache.java","L84116","1","0","21","0","1466","2","5","0"
"L86151","FilterCacheModule.java","src/main/java/org/elasticsearch/index/cache/filter/FilterCacheModule.java","L86149","1","0","1","2","20","49","L84118","FilterCacheModule.java","src/main/java/org/elasticsearch/index/cache/filter/FilterCacheModule.java","L84116","1","0","20","0","4735","1","1","0"
"L86152","FilterCacheStats.java","src/main/java/org/elasticsearch/index/cache/filter/FilterCacheStats.java","L86149","1","0","1","10","61","98","L84119","FilterCacheStats.java","src/main/java/org/elasticsearch/index/cache/filter/FilterCacheStats.java","L84116","1","0","61","0","474","2","3","0"
"L86153","ShardFilterCache.java","src/main/java/org/elasticsearch/index/cache/filter/ShardFilterCache.java","L86149","3","0","1","4","35","64","L84120","ShardFilterCache.java","src/main/java/org/elasticsearch/index/cache/filter/ShardFilterCache.java","L84116","3","0","35","0","4735","1","2","0"
"L86154","ShardFilterCacheModule.java","src/main/java/org/elasticsearch/index/cache/filter/ShardFilterCacheModule.java","L86149","1","0","1","0","8","33","L84121","ShardFilterCacheModule.java","src/main/java/org/elasticsearch/index/cache/filter/ShardFilterCacheModule.java","L84116","1","0","8","0","4735","1","1","0"
"L86227","NoneFilterCache.java","src/main/java/org/elasticsearch/index/cache/filter/none/NoneFilterCache.java","L86226","1","0","1","8","39","76","L84191","NoneFilterCache.java","src/main/java/org/elasticsearch/index/cache/filter/none/NoneFilterCache.java","L84190","1","0","39","0","1466","2","5","0"
"L86278","CacheKeyFilter.java","src/main/java/org/elasticsearch/index/cache/filter/support/CacheKeyFilter.java","L86277","3","0","0","16","69","111","L84239","CacheKeyFilter.java","src/main/java/org/elasticsearch/index/cache/filter/support/CacheKeyFilter.java","L84238","3","0","69","0","4735","4","6","0"
"L86279","FilterCacheValue.java","src/main/java/org/elasticsearch/index/cache/filter/support/FilterCacheValue.java","L86277","1","0","0","3","10","33","L84240","FilterCacheValue.java","src/main/java/org/elasticsearch/index/cache/filter/support/FilterCacheValue.java","L84238","1","0","10","0","4735","1","1","0"
"L86330","WeightedFilterCache.java","src/main/java/org/elasticsearch/index/cache/filter/weighted/WeightedFilterCache.java","L86329","21","0","0","18","182","250","L84291","WeightedFilterCache.java","src/main/java/org/elasticsearch/index/cache/filter/weighted/WeightedFilterCache.java","L84290","21","0","182","3","1466","4","21","0"
"L86437","IdCache.java","src/main/java/org/elasticsearch/index/cache/id/IdCache.java","L86436","1","0","2","4","15","47","L84397","IdCache.java","src/main/java/org/elasticsearch/index/cache/id/IdCache.java","L84396","1","0","15","0","1466","3","10","0"
"L86438","IdCacheModule.java","src/main/java/org/elasticsearch/index/cache/id/IdCacheModule.java","L86436","1","0","1","2","20","48","L84398","IdCacheModule.java","src/main/java/org/elasticsearch/index/cache/id/IdCacheModule.java","L84396","1","0","20","0","1466","1","1","0"
"L86439","IdCacheStats.java","src/main/java/org/elasticsearch/index/cache/id/IdCacheStats.java","L86436","1","0","1","9","51","87","L84399","IdCacheStats.java","src/main/java/org/elasticsearch/index/cache/id/IdCacheStats.java","L84396","1","0","51","0","474","2","3","0"
"L86440","IdReaderCache.java","src/main/java/org/elasticsearch/index/cache/id/IdReaderCache.java","L86436","1","0","1","4","8","36","L84400","IdReaderCache.java","src/main/java/org/elasticsearch/index/cache/id/IdReaderCache.java","L84396","1","0","8","0","1466","3","5","0"
"L86441","IdReaderTypeCache.java","src/main/java/org/elasticsearch/index/cache/id/IdReaderTypeCache.java","L86436","1","0","5","0","8","51","L84401","IdReaderTypeCache.java","src/main/java/org/elasticsearch/index/cache/id/IdReaderTypeCache.java","L84396","1","0","8","0","1466","3","4","0"
"L86442","ShardIdCache.java","src/main/java/org/elasticsearch/index/cache/id/ShardIdCache.java","L86436","1","0","1","4","23","52","L84402","ShardIdCache.java","src/main/java/org/elasticsearch/index/cache/id/ShardIdCache.java","L84396","1","0","23","0","4735","1","1","0"
"L86443","ShardIdCacheModule.java","src/main/java/org/elasticsearch/index/cache/id/ShardIdCacheModule.java","L86436","1","0","1","0","8","33","L84403","ShardIdCacheModule.java","src/main/java/org/elasticsearch/index/cache/id/ShardIdCacheModule.java","L84396","1","0","8","0","4735","1","1","0"
"L86547","SimpleIdCache.java","src/main/java/org/elasticsearch/index/cache/id/simple/SimpleIdCache.java","L86546","45","0","1","10","272","354","L84500","SimpleIdCache.java","src/main/java/org/elasticsearch/index/cache/id/simple/SimpleIdCache.java","L84499","45","0","272","4","1466","6","34","0"
"L86548","SimpleIdReaderCache.java","src/main/java/org/elasticsearch/index/cache/id/simple/SimpleIdReaderCache.java","L86546","6","0","2","5","52","87","L84501","SimpleIdReaderCache.java","src/main/java/org/elasticsearch/index/cache/id/simple/SimpleIdReaderCache.java","L84499","6","0","52","0","1466","3","7","0"
"L86549","SimpleIdReaderTypeCache.java","src/main/java/org/elasticsearch/index/cache/id/simple/SimpleIdReaderTypeCache.java","L86546","8","0","2","6","73","121","L84502","SimpleIdReaderTypeCache.java","src/main/java/org/elasticsearch/index/cache/id/simple/SimpleIdReaderTypeCache.java","L84499","8","0","73","0","1466","3","11","0"
"L86909","QueryParserCache.java","src/main/java/org/elasticsearch/index/cache/query/parser/QueryParserCache.java","L86908","1","0","1","3","10","39","L84855","QueryParserCache.java","src/main/java/org/elasticsearch/index/cache/query/parser/QueryParserCache.java","L84854","1","0","10","1","4735","2","3","0"
"L86910","QueryParserCacheModule.java","src/main/java/org/elasticsearch/index/cache/query/parser/QueryParserCacheModule.java","L86908","1","0","1","1","17","45","L84856","QueryParserCacheModule.java","src/main/java/org/elasticsearch/index/cache/query/parser/QueryParserCacheModule.java","L84854","1","0","17","0","4735","1","1","0"
"L86913","NoneQueryParserCache.java","src/main/java/org/elasticsearch/index/cache/query/parser/none/NoneQueryParserCache.java","L86912","1","0","1","5","29","59","L84859","NoneQueryParserCache.java","src/main/java/org/elasticsearch/index/cache/query/parser/none/NoneQueryParserCache.java","L84858","1","0","29","0","4735","2","2","0"
"L86942","ResidentQueryParserCache.java","src/main/java/org/elasticsearch/index/cache/query/parser/resident/ResidentQueryParserCache.java","L86941","3","0","1","5","49","86","L84886","ResidentQueryParserCache.java","src/main/java/org/elasticsearch/index/cache/query/parser/resident/ResidentQueryParserCache.java","L84885","3","0","49","1","4735","2","6","2"
"L86967","CodecModule.java","src/main/java/org/elasticsearch/index/codec/CodecModule.java","L86966","15","0","1","3","102","184","L84910","CodecModule.java","src/main/java/org/elasticsearch/index/codec/CodecModule.java","L84909","15","0","102","0","511","4","6","0"
"L86968","CodecService.java","src/main/java/org/elasticsearch/index/codec/CodecService.java","L86966","4","0","1","9","73","117","L84911","CodecService.java","src/main/java/org/elasticsearch/index/codec/CodecService.java","L84909","4","0","73","1","4735","5","7","0"
"L86969","PerFieldMappingPostingFormatCodec.java","src/main/java/org/elasticsearch/index/codec/PerFieldMappingPostingFormatCodec.java","L86966","5","0","1","3","41","75","L84912","PerFieldMappingPostingFormatCodec.java","src/main/java/org/elasticsearch/index/codec/PerFieldMappingPostingFormatCodec.java","L84909","5","0","41","1","1466","4","12","0"
"L87121","AbstractDocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/AbstractDocValuesFormatProvider.java","L87120","1","0","1","1","11","40","L85064","AbstractDocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/AbstractDocValuesFormatProvider.java","L85063","1","0","11","0","511","1","1","0"
"L87122","DefaultDocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/DefaultDocValuesFormatProvider.java","L87120","1","0","1","2","18","46","L85065","DefaultDocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/DefaultDocValuesFormatProvider.java","L85063","1","0","18","0","511","1","1","0"
"L87123","DiskDocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/DiskDocValuesFormatProvider.java","L87120","1","0","1","2","18","46","L85066","DiskDocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/DiskDocValuesFormatProvider.java","L85063","1","0","18","0","511","1","1","0"
"L87124","DocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/DocValuesFormatProvider.java","L87120","3","0","6","1","29","92","L85067","DocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/DocValuesFormatProvider.java","L85063","3","0","29","0","511","1","1","0"
"L87126","DocValuesFormatService.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/DocValuesFormatService.java","L87120","6","0","1","4","50","92","L85069","DocValuesFormatService.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/DocValuesFormatService.java","L85063","6","0","50","0","479","2","2","0"
"L87125","DocValuesFormats.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/DocValuesFormats.java","L87120","2","0","1","3","28","60","L85068","DocValuesFormats.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/DocValuesFormats.java","L85063","2","0","28","0","479","2","2","0"
"L87127","MemoryDocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/MemoryDocValuesFormatProvider.java","L87120","1","0","1","2","18","46","L85070","MemoryDocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/MemoryDocValuesFormatProvider.java","L85063","1","0","18","0","511","1","1","0"
"L87128","PreBuiltDocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/PreBuiltDocValuesFormatProvider.java","L87120","1","0","1","10","43","80","L85071","PreBuiltDocValuesFormatProvider.java","src/main/java/org/elasticsearch/index/codec/docvaluesformat/PreBuiltDocValuesFormatProvider.java","L85063","1","0","43","0","511","1","1","0"
"L87269","AbstractPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/AbstractPostingsFormatProvider.java","L87268","1","0","1","1","11","40","L85212","AbstractPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/AbstractPostingsFormatProvider.java","L85211","1","0","11","0","1466","2","3","0"
"L87270","BloomFilterLucenePostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/BloomFilterLucenePostingsFormatProvider.java","L87268","1","0","1","10","66","107","L85213","BloomFilterLucenePostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/BloomFilterLucenePostingsFormatProvider.java","L85211","1","0","66","0","4735","1","1","0"
"L87271","BloomFilterPostingsFormat.java","src/main/java/org/elasticsearch/index/codec/postingsformat/BloomFilterPostingsFormat.java","L87268","20","0","3","15","310","460","L85214","BloomFilterPostingsFormat.java","src/main/java/org/elasticsearch/index/codec/postingsformat/BloomFilterPostingsFormat.java","L85211","20","0","310","0","4735","3","9","0"
"L87272","BloomFilterPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/BloomFilterPostingsFormatProvider.java","L87268","1","0","1","3","29","58","L85215","BloomFilterPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/BloomFilterPostingsFormatProvider.java","L85211","1","0","29","0","4735","2","6","0"
"L87273","DefaultPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/DefaultPostingsFormatProvider.java","L87268","1","0","1","4","29","67","L85216","DefaultPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/DefaultPostingsFormatProvider.java","L85211","1","0","29","0","762","2","4","0"
"L87274","DirectPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/DirectPostingsFormatProvider.java","L87268","1","0","1","4","28","73","L85217","DirectPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/DirectPostingsFormatProvider.java","L85211","1","0","28","0","1466","2","3","0"
"L87275","Elasticsearch090PostingsFormat.java","src/main/java/org/elasticsearch/index/codec/postingsformat/Elasticsearch090PostingsFormat.java","L87268","2","0","1","4","44","83"
"L87276","MemoryPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/MemoryPostingsFormatProvider.java","L87268","1","0","1","4","29","69","L85219","MemoryPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/MemoryPostingsFormatProvider.java","L85211","1","0","29","0","1466","2","3","0"
"L87277","PostingFormats.java","src/main/java/org/elasticsearch/index/codec/postingsformat/PostingFormats.java","L87268","3","0","1","3","42","105","L85220","PostingFormats.java","src/main/java/org/elasticsearch/index/codec/postingsformat/PostingFormats.java","L85211","3","0","42","0","4735","4","9","0"
"L87278","PostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/PostingsFormatProvider.java","L87268","3","0","6","1","29","112","L85221","PostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/PostingsFormatProvider.java","L85211","3","0","29","0","4735","3","4","0"
"L87279","PostingsFormatService.java","src/main/java/org/elasticsearch/index/codec/postingsformat/PostingsFormatService.java","L87268","6","0","1","4","51","93","L85222","PostingsFormatService.java","src/main/java/org/elasticsearch/index/codec/postingsformat/PostingsFormatService.java","L85211","6","0","51","0","479","5","7","0"
"L87280","PreBuiltPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/PreBuiltPostingsFormatProvider.java","L87268","2","0","1","10","44","80","L85223","PreBuiltPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/PreBuiltPostingsFormatProvider.java","L85211","2","0","44","0","1466","2","3","0"
"L87281","PulsingPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/PulsingPostingsFormatProvider.java","L87268","1","0","1","5","34","82","L85224","PulsingPostingsFormatProvider.java","src/main/java/org/elasticsearch/index/codec/postingsformat/PulsingPostingsFormatProvider.java","L85211","1","0","34","0","762","2","4","0"
"L87808","AbstractESDeletionPolicy.java","src/main/java/org/elasticsearch/index/deletionpolicy/AbstractESDeletionPolicy.java","L87807","1","0","0","0","37","73","L85746","AbstractESDeletionPolicy.java","src/main/java/org/elasticsearch/index/deletionpolicy/AbstractESDeletionPolicy.java","L85745","1","0","37","0","1466","1","1","0"
"L87809","DeletionPolicyModule.java","src/main/java/org/elasticsearch/index/deletionpolicy/DeletionPolicyModule.java","L87807","1","0","1","2","24","55"
"L87810","KeepLastNDeletionPolicy.java","src/main/java/org/elasticsearch/index/deletionpolicy/KeepLastNDeletionPolicy.java","L87807","2","0","1","3","31","64","L85748","KeepLastNDeletionPolicy.java","src/main/java/org/elasticsearch/index/deletionpolicy/KeepLastNDeletionPolicy.java","L85745","2","0","31","0","1466","1","1","0"
"L87811","KeepOnlyLastDeletionPolicy.java","src/main/java/org/elasticsearch/index/deletionpolicy/KeepOnlyLastDeletionPolicy.java","L87807","2","0","3","1","23","64","L85749","KeepOnlyLastDeletionPolicy.java","src/main/java/org/elasticsearch/index/deletionpolicy/KeepOnlyLastDeletionPolicy.java","L85745","2","0","23","0","1466","1","1","0"
"L87812","SnapshotDeletionPolicy.java","src/main/java/org/elasticsearch/index/deletionpolicy/SnapshotDeletionPolicy.java","L87807","16","0","6","1","132","221","L85750","SnapshotDeletionPolicy.java","src/main/java/org/elasticsearch/index/deletionpolicy/SnapshotDeletionPolicy.java","L85745","16","0","132","0","1466","3","6","0"
"L87813","SnapshotIndexCommit.java","src/main/java/org/elasticsearch/index/deletionpolicy/SnapshotIndexCommit.java","L87807","3","0","3","1","31","75","L85751","SnapshotIndexCommit.java","src/main/java/org/elasticsearch/index/deletionpolicy/SnapshotIndexCommit.java","L85745","3","0","31","0","4735","2","2","0"
"L87814","SnapshotIndexCommits.java","src/main/java/org/elasticsearch/index/deletionpolicy/SnapshotIndexCommits.java","L87807","2","0","1","4","24","58"
"L88042","CloseEngineException.java","src/main/java/org/elasticsearch/index/engine/CloseEngineException.java","L88041","1","0","1","2","10","38"
"L88043","CreateFailedEngineException.java","src/main/java/org/elasticsearch/index/engine/CreateFailedEngineException.java","L88041","1","0","1","3","17","47"
"L88044","DeleteByQueryFailedEngineException.java","src/main/java/org/elasticsearch/index/engine/DeleteByQueryFailedEngineException.java","L88041","1","0","1","1","7","32"
"L88045","DeleteFailedEngineException.java","src/main/java/org/elasticsearch/index/engine/DeleteFailedEngineException.java","L88041","1","0","1","1","7","32"
"L88046","DocumentAlreadyExistsException.java","src/main/java/org/elasticsearch/index/engine/DocumentAlreadyExistsException.java","L88041","1","0","1","2","12","38","L85980","DocumentAlreadyExistsException.java","src/main/java/org/elasticsearch/index/engine/DocumentAlreadyExistsException.java","L85975","1","0","12","0","1466","2","2","0"
"L88047","DocumentMissingException.java","src/main/java/org/elasticsearch/index/engine/DocumentMissingException.java","L88041","1","0","1","2","12","38","L85981","DocumentMissingException.java","src/main/java/org/elasticsearch/index/engine/DocumentMissingException.java","L85975","1","0","12","0","1466","2","3","0"
"L88048","DocumentSourceMissingException.java","src/main/java/org/elasticsearch/index/engine/DocumentSourceMissingException.java","L88041","1","0","1","2","12","38","L85982","DocumentSourceMissingException.java","src/main/java/org/elasticsearch/index/engine/DocumentSourceMissingException.java","L85975","1","0","12","0","1466","2","2","0"
"L88049","Engine.java","src/main/java/org/elasticsearch/index/engine/Engine.java","L88041","2","0","26","154","616","938","L85983","Engine.java","src/main/java/org/elasticsearch/index/engine/Engine.java","L85975","2","0","616","1","230","6","27","1"
"L88050","EngineAlreadyStartedException.java","src/main/java/org/elasticsearch/index/engine/EngineAlreadyStartedException.java","L88041","1","0","1","1","7","32"
"L88051","EngineClosedException.java","src/main/java/org/elasticsearch/index/engine/EngineClosedException.java","L88041","1","0","1","2","11","43"
"L88052","EngineCreationFailureException.java","src/main/java/org/elasticsearch/index/engine/EngineCreationFailureException.java","L88041","1","0","1","1","7","35"
"L88053","EngineException.java","src/main/java/org/elasticsearch/index/engine/EngineException.java","L88041","1","0","1","2","11","37"
"L88054","EngineModule.java","src/main/java/org/elasticsearch/index/engine/EngineModule.java","L88041","1","0","1","2","20","49"
"L88055","FlushFailedEngineException.java","src/main/java/org/elasticsearch/index/engine/FlushFailedEngineException.java","L88041","1","0","1","2","10","36"
"L88056","FlushNotAllowedEngineException.java","src/main/java/org/elasticsearch/index/engine/FlushNotAllowedEngineException.java","L88041","1","0","1","2","12","39","L85990","FlushNotAllowedEngineException.java","src/main/java/org/elasticsearch/index/engine/FlushNotAllowedEngineException.java","L85975","1","0","12","0","4735","1","1","0"
"L88057","IgnoreOnRecoveryEngineException.java","src/main/java/org/elasticsearch/index/engine/IgnoreOnRecoveryEngineException.java","L88041","1","0","1","0","3","26"
"L88058","IndexEngine.java","src/main/java/org/elasticsearch/index/engine/IndexEngine.java","L88041","1","0","1","1","5","34"
"L88059","IndexEngineModule.java","src/main/java/org/elasticsearch/index/engine/IndexEngineModule.java","L88041","1","0","1","3","28","58","L85993","IndexEngineModule.java","src/main/java/org/elasticsearch/index/engine/IndexEngineModule.java","L85975","1","0","28","0","1466","1","2","0"
"L88060","IndexFailedEngineException.java","src/main/java/org/elasticsearch/index/engine/IndexFailedEngineException.java","L88041","1","0","1","3","17","46"
"L88061","OptimizeFailedEngineException.java","src/main/java/org/elasticsearch/index/engine/OptimizeFailedEngineException.java","L88041","1","0","1","1","7","32"
"L88062","RecoveryEngineException.java","src/main/java/org/elasticsearch/index/engine/RecoveryEngineException.java","L88041","1","0","1","2","12","39"
"L88063","RefreshFailedEngineException.java","src/main/java/org/elasticsearch/index/engine/RefreshFailedEngineException.java","L88041","1","0","1","1","7","32"
"L88064","RollbackFailedEngineException.java","src/main/java/org/elasticsearch/index/engine/RollbackFailedEngineException.java","L88041","1","0","1","1","7","32"
"L88065","RollbackNotAllowedEngineException.java","src/main/java/org/elasticsearch/index/engine/RollbackNotAllowedEngineException.java","L88041","1","0","1","1","7","32"
"L88066","Segment.java","src/main/java/org/elasticsearch/index/engine/Segment.java","L88041","7","0","2","17","108","160","L86000","Segment.java","src/main/java/org/elasticsearch/index/engine/Segment.java","L85975","7","0","108","0","762","3","5","0"
"L88067","SegmentsStats.java","src/main/java/org/elasticsearch/index/engine/SegmentsStats.java","L88041","2","0","3","8","64","108","L86001","SegmentsStats.java","src/main/java/org/elasticsearch/index/engine/SegmentsStats.java","L85975","2","0","64","0","762","3","4","2"
"L88068","SnapshotFailedEngineException.java","src/main/java/org/elasticsearch/index/engine/SnapshotFailedEngineException.java","L88041","1","0","1","1","7","33"
"L88069","VersionConflictEngineException.java","src/main/java/org/elasticsearch/index/engine/VersionConflictEngineException.java","L88041","1","0","1","4","22","52","L86003","VersionConflictEngineException.java","src/main/java/org/elasticsearch/index/engine/VersionConflictEngineException.java","L85975","1","0","22","0","1466","2","2","0"
"L88679","InternalEngine.java","src/main/java/org/elasticsearch/index/engine/internal/InternalEngine.java","L88678","223","0","1","24","1375","1633","L86593","InternalEngine.java","src/main/java/org/elasticsearch/index/engine/internal/InternalEngine.java","L86592","223","0","1375","0","1466","1","3","14"
"L88680","InternalEngineModule.java","src/main/java/org/elasticsearch/index/engine/internal/InternalEngineModule.java","L88678","1","0","1","0","9","35","L86594","InternalEngineModule.java","src/main/java/org/elasticsearch/index/engine/internal/InternalEngineModule.java","L86592","1","0","9","0","1466","1","1","0"
"L88681","InternalIndexEngine.java","src/main/java/org/elasticsearch/index/engine/internal/InternalIndexEngine.java","L88678","1","0","1","3","20","49","L86595","InternalIndexEngine.java","src/main/java/org/elasticsearch/index/engine/internal/InternalIndexEngine.java","L86592","1","0","20","0","1466","1","1","0"
"L88682","InternalIndexEngineModule.java","src/main/java/org/elasticsearch/index/engine/internal/InternalIndexEngineModule.java","L88678","1","0","1","0","9","35","L86596","InternalIndexEngineModule.java","src/main/java/org/elasticsearch/index/engine/internal/InternalIndexEngineModule.java","L86592","1","0","9","0","1466","1","1","0"
"L89698","AbstractAtomicNumericFieldData.java","src/main/java/org/elasticsearch/index/fielddata/AbstractAtomicNumericFieldData.java","L89697","3","0","1","4","60","96","L87597","AbstractAtomicNumericFieldData.java","src/main/java/org/elasticsearch/index/fielddata/AbstractAtomicNumericFieldData.java","L87596","3","0","60","0","511","2","6","0"
"L89699","AbstractIndexFieldData.java","src/main/java/org/elasticsearch/index/fielddata/AbstractIndexFieldData.java","L89697","3","0","5","5","54","118","L87598","AbstractIndexFieldData.java","src/main/java/org/elasticsearch/index/fielddata/AbstractIndexFieldData.java","L87596","3","0","54","1","319","5","9","0"
"L89700","AtomicFieldData.java","src/main/java/org/elasticsearch/index/fielddata/AtomicFieldData.java","L89697","1","0","11","1","20","115","L87599","AtomicFieldData.java","src/main/java/org/elasticsearch/index/fielddata/AtomicFieldData.java","L87596","1","0","20","0","1466","5","11","0"
"L89701","AtomicGeoPointFieldData.java","src/main/java/org/elasticsearch/index/fielddata/AtomicGeoPointFieldData.java","L89697","1","0","1","2","24","53","L87600","AtomicGeoPointFieldData.java","src/main/java/org/elasticsearch/index/fielddata/AtomicGeoPointFieldData.java","L87596","1","0","24","0","1466","3","9","0"
